row_id,task,question,gt_methods,pred_methods,auto_label_clarity,auto_verdicts,HUMAN_label_clarity[fully_labeled/partially_labeled/narrative_only],HUMAN_notes,model_output
181,Distribution Compliance Test,Do the annual crop production in Nigeria and India follow similar distribution curves?,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,fully_labeled,Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude,,,"1. Identify the variables involved.
   - Nigeria: annual crop production in Nigeria
   - India: annual crop production in India

2. Determine the statistical task type.
   - The task is to compare the distribution curves of two quantitative variables.

3. Select the appropriate method category.
   - Distribution Compliance Test and Variance Test are not directly applicable here as we are comparing two distributions rather than testing against a specific distribution or variance.
   - Contingency Table Test is not applicable as it is used for categorical data.
   - Correlation Analysis is not directly applicable as it measures the relationship between two variables rather than comparing their distributions.
   - Descriptive Statistics can provide insights but do not directly compare distributions.
   - The most appropriate category here would be Distribution Compliance Test, specifically methods that can compare two distributions.

4. Evaluate the candidate methods.
   - Anderson-Darling Test: EXCLUDE
   - Shapiro-Wilk Test of Normality: EXCLUDE
   - Kolmogorov-Smirnov Test for Normality: EXCLUDE
   - Lilliefors Test: EXCLUDE
   - Kolmogorov-Smirnov Test: INCLUDE
   - Kolmogorov-Smirnov Test for Uniform distribution: EXCLUDE
   - Kolmogorov-Smirnov Test for Gamma distribution: EXCLUDE
   - Kolmogorov-Smirnov Test for Exponential distribution: EXCLUDE

5. Self-check: list only the methods marked INCLUDE in Step 4.
   - Kolmogorov-Smirnov Test: INCLUDE

6. FINAL ANSWER (JSON):
{""columns"": [""Nigeria"", ""India""], ""methods"": [""Kolmogorov-Smirnov Test""]}"
273,Variance Test,Do the average glucose level and body mass index exhibit similar patterns of variance to some extent?,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include,,,"1. The variables involved are 'avg_glucose_level' and 'bmi'.
2. The statistical task type is to compare the variances of two quantitative variables.
3. The appropriate method category is Variance Test.
4. 
- Mood Variance Test: INCLUDE
- Levene Test: INCLUDE
- Bartlett Test: INCLUDE
- F-Test for Variance: INCLUDE
5. Self-check: All methods marked INCLUDE in Step 4 are from the Variance Test category and are appropriate for comparing the variances of two quantitative variables.
6. FINAL ANSWER (JSON): {""columns"": [""avg_glucose_level"", ""bmi""], ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}"
155,Variance Test,Is there a statistically significant difference in the variances of the property's square footage and the number of bathrooms?,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include,,,"1. Identify the variables involved: SquareFeet and Bathrooms.
2. Determine the statistical task type: Variance Test.
3. Select the appropriate method category: Variance Test.
4. Evaluate the candidate methods:
   - Mood Variance Test: INCLUDE
   - Levene Test: INCLUDE
   - Bartlett Test: INCLUDE
   - F-Test for Variance: INCLUDE
5. Self-check: All methods marked INCLUDE in Step 4 are from the Variance Test category and do not contradict any condition.
6. FINAL ANSWER (JSON): {""columns"": [""SquareFeet"", ""Bathrooms""], ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}"
363,Variance Test,Do the GRE and TOEFL scores exhibit similar levels of data dispersion?,Mood Variance Test|Levene Test,Range|Quartile|Standard Deviation,fully_labeled,Mean=exclude|Median=exclude|Mode=exclude|Range=include|Quartile=include|Standard Deviation=include|Skewness=exclude|Kurtosis=exclude,,,"1. The variables involved are GRE Score and TOEFL Score.
2. The statistical task type is to compare the dispersion of two quantitative variables.
3. The appropriate method category is Descriptive Statistics.
4. 
- Mean: EXCLUDE
- Median: EXCLUDE
- Mode: EXCLUDE
- Range: INCLUDE
- Quartile: INCLUDE
- Standard Deviation: INCLUDE
- Skewness: EXCLUDE
- Kurtosis: EXCLUDE

5. Self-check: The methods marked INCLUDE are Range, Quartile, and Standard Deviation. All these methods are relevant to measuring dispersion and do not contradict any conditions.

FINAL ANSWER (JSON):{""columns"": [""GRE Score"", ""TOEFL Score""], ""methods"": [""Range"", ""Quartile"", ""Standard Deviation""]}"
271,Distribution Compliance Test,What is the likelihood that annual crop production in Japan follows a normal distribution?,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude,,,"1. The variable involved is 'Japan', which is a quantitative variable.
2. The statistical task type is to test the distribution compliance of the annual crop production in Japan.
3. The appropriate method category is 'Distribution Compliance Test'.
4. 
Anderson-Darling Test: INCLUDE
Shapiro-Wilk Test of Normality: INCLUDE
Kolmogorov-Smirnov Test for Normality: INCLUDE
Lilliefors Test: INCLUDE
Kolmogorov-Smirnov Test: EXCLUDE
Kolmogorov-Smirnov Test for Uniform distribution: EXCLUDE
Kolmogorov-Smirnov Test for Gamma distribution: EXCLUDE
Kolmogorov-Smirnov Test for Exponential distribution: EXCLUDE

5. Self-check:
- Anderson-Darling Test: INCLUDE
- Shapiro-Wilk Test of Normality: INCLUDE
- Kolmogorov-Smirnov Test for Normality: INCLUDE
- Lilliefors Test: INCLUDE

6. FINAL ANSWER (JSON):
{""columns"": [""Japan""], ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]}"
28,Variance Test,Is there homogeneity of variance between the total kilometers driven by the car and the maximum power output of the car's engine in brake horsepower (bhp)?,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include,,,"1. Identify the variables involved:
   - kms_driven (quantitative)
   - max_power(bhp) (quantitative)

2. Determine the statistical task type:
   - The task is to check for homogeneity of variance between two quantitative variables.

3. Select the appropriate method category:
   - Variance Test

4. Evaluate the candidate methods:
   - Mood Variance Test: INCLUDE
   - Levene Test: INCLUDE
   - Bartlett Test: INCLUDE
   - F-Test for Variance: INCLUDE

5. Self-check:
   - All methods marked INCLUDE are from the Variance Test category and are appropriate for checking homogeneity of variance between two quantitative variables.

6. FINAL ANSWER (JSON):
{""columns"": [""kms_driven"", ""max_power(bhp)""], ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}"
41,Variance Test,Are the levels of data spread similar for studytime and health?,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include,,,"1. Identify the variables involved: studytime and health.
2. Determine the statistical task type: The task is to compare the spread of two quantitative variables.
3. Select the appropriate method category: Variance Test.
4. Evaluate the candidate methods:
   - Mood Variance Test: INCLUDE
   - Levene Test: INCLUDE
   - Bartlett Test: INCLUDE
   - F-Test for Variance: INCLUDE
5. Self-check: All methods marked INCLUDE in Step 4 are from the Variance Test category and are appropriate for comparing the spread of two quantitative variables. No contradictions are found.
6. FINAL ANSWER (JSON): {""columns"": [""studytime"", ""health""], ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}"
3,Distribution Compliance Test,Is there evidence to suggest that the variable Age does not follow a normal distribution?,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude,,,"1. The variable involved is 'Age'.
2. The statistical task type is to test if a variable follows a normal distribution.
3. The appropriate method category is 'Distribution Compliance Test'.
4. 
- Anderson-Darling Test: INCLUDE
- Shapiro-Wilk Test of Normality: INCLUDE
- Kolmogorov-Smirnov Test for Normality: INCLUDE
- Lilliefors Test: INCLUDE
- Kolmogorov-Smirnov Test: EXCLUDE
- Kolmogorov-Smirnov Test for Uniform distribution: EXCLUDE
- Kolmogorov-Smirnov Test for Gamma distribution: EXCLUDE
- Kolmogorov-Smirnov Test for Exponential distribution: EXCLUDE
5. Self-check: The methods marked INCLUDE are Anderson-Darling Test, Shapiro-Wilk Test of Normality, Kolmogorov-Smirnov Test for Normality, and Lilliefors Test. These methods are all relevant to testing normal distribution compliance.
6. FINAL ANSWER (JSON): {""columns"": [""Age""], ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]}"
22,Variance Test,Is there a significant difference in the variances of annual crop production between the Philippines and Bangladesh?,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include,,,"1. The variables involved are the annual crop production data for the Philippines and Bangladesh.
2. The statistical task type is to compare the variances of two quantitative variables.
3. The appropriate method category is Variance Test.
4. 
- Mood Variance Test: INCLUDE
- Levene Test: INCLUDE
- Bartlett Test: INCLUDE
- F-Test for Variance: INCLUDE
5. Self-check: All methods marked INCLUDE in Step 4 are from the Variance Test category and are appropriate for comparing the variances of two quantitative variables.
6. FINAL ANSWER (JSON):
{""columns"": [""Philippines"", ""Bangladesh""], ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}"
188,Contingency Table Test,Is there evidence in the data to indicate a relationship between the experience of peer pressure related to smoking and the presence of chronic disease?,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test|Fisher Exact Test,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude,,,"1. Identify the variables involved.
   - PEER_PRESSURE (related to smoking)
   - CHRONIC DISEASE

2. Determine the statistical task type.
   - The task is to determine if there is a relationship between two categorical variables.

3. Select the appropriate method category.
   - Contingency Table Test

4. Evaluate the candidate methods.
   Chi-square Independence Test: INCLUDE
   Fisher Exact Test: INCLUDE
   Mantel-Haenszel Test: EXCLUDE

5. Self-check:
   - Chi-square Independence Test: INCLUDE (valid for categorical variables)
   - Fisher Exact Test: INCLUDE (valid for categorical variables)
   - Mantel-Haenszel Test: EXCLUDE (not applicable for two categorical variables without a stratification variable)

6. FINAL ANSWER (JSON):
{""columns"": [""PEER_PRESSURE"", ""CHRONIC DISEASE""], ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]}"
79,Distribution Compliance Test,Do the distributions of the number of teenagers in the customer's household and the number of purchases made directly in stores exhibit a close alignment?,Kolmogorov-Smirnov Test,Anderson-Darling Test|Kolmogorov-Smirnov Test,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude,,,"1. The variables involved are 'Teenhome' (number of teenagers in the customer's household) and 'NumStorePurchases' (number of purchases made directly in stores).
2. The statistical task type is to compare the distributions of two quantitative variables.
3. The appropriate method category is Distribution Compliance Test.
4. 
- Anderson-Darling Test: INCLUDE
- Shapiro-Wilk Test of Normality: EXCLUDE
- Kolmogorov-Smirnov Test for Normality: EXCLUDE
- Lilliefors Test: EXCLUDE
- Kolmogorov-Smirnov Test: INCLUDE
- Kolmogorov-Smirnov Test for Uniform distribution: EXCLUDE
- Kolmogorov-Smirnov Test for Gamma distribution: EXCLUDE
- Kolmogorov-Smirnov Test for Exponential distribution: EXCLUDE

5. Self-check: The methods marked INCLUDE are Anderson-Darling Test and Kolmogorov-Smirnov Test. Both methods are suitable for comparing the distributions of two quantitative variables without contradicting any conditions.

FINAL ANSWER (JSON):
{""columns"": [""Teenhome"", ""NumStorePurchases""], ""methods"": [""Anderson-Darling Test"", ""Kolmogorov-Smirnov Test""]}"
207,Variance Test,Do Heart Rate and BMI exhibit similar levels of variability in the data?,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include,,,"1. The variables involved are Heart Rate and BMI.
2. The statistical task type is to compare the variability of two quantitative variables.
3. The appropriate method category is Variance Test.
4. 
- Mood Variance Test: INCLUDE
- Levene Test: INCLUDE
- Bartlett Test: INCLUDE
- F-Test for Variance: INCLUDE
5. Self-check: All methods marked INCLUDE in Step 4 are from the Variance Test category and are appropriate for comparing the variability of two quantitative variables.
6. FINAL ANSWER (JSON):
{""columns"": [""Heart Rate"", ""BMI""], ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}"
